City,Crime Description,Victim Gender,Weapon Used,Latitude,Longitude,Year
Patna,TRAFFIC VIOLATION,F,Poison,25.61,85.1414,2020
Jaipur,DOMESTIC VIOLENCE,F,Firearm,26.915,75.82,2020
Pune,COUNTERFEITING,M,Explosives,18.5211,73.8553,2020
Kolkata,VANDALISM,F,Knife,22.5675,88.37,2020
Nagpur,ROBBERY,F,Unknown,21.1497,79.0806,2020
Pune,COUNTERFEITING,M,Firearm,18.5211,73.8553,2020
Delhi,ARSON,M,Other,28.66,77.23,2020
Hyderabad,IDENTITY THEFT,F,Explosives,17.3617,78.4747,2020
Delhi,BURGLARY,F,Poison,28.66,77.23,2020
Vasai,ROBBERY,F,Poison,19.3931,72.8617,2020
Delhi,COUNTERFEITING,M,Firearm,28.66,77.23,2020
Ludhiana,SEXUAL ASSAULT,F,Poison,30.912,75.8538,2020
Pune,FRAUD,M,Knife,18.5211,73.8553,2020
Delhi,DOMESTIC VIOLENCE,F,Explosives,28.66,77.23,2020
Mumbai,ROBBERY,M,Blunt Object,19.0758,72.8775,2020
Delhi,VANDALISM,M,Firearm,28.66,77.23,2020
Delhi,VEHICLE - STOLEN,F,Explosives,28.66,77.23,2020
Mumbai,BURGLARY,F,Knife,19.0758,72.8775,2020
Hyderabad,PUBLIC INTOXICATION,M,Explosives,17.3617,78.4747,2020
Mumbai,PUBLIC INTOXICATION,F,Blunt Object,19.0758,72.8775,2020
Chennai,TRAFFIC VIOLATION,F,Explosives,13.0825,80.275,2020
Kolkata,ROBBERY,F,Knife,22.5675,88.37,2020
Kanpur,COUNTERFEITING,F,Other,26.4725,80.3311,2020
Kolkata,KIDNAPPING,M,Explosives,22.5675,88.37,2020
Indore,IDENTITY THEFT,F,Firearm,22.7196,75.8577,2020
Hyderabad,SHOPLIFTING,F,Unknown,17.3617,78.4747,2020
Pune,ROBBERY,F,Knife,18.5211,73.8553,2020
Delhi,COUNTERFEITING,M,Unknown,28.66,77.23,2020
Delhi,KIDNAPPING,M,Firearm,28.66,77.23,2020
Kolkata,PUBLIC INTOXICATION,F,Other,22.5675,88.37,2020
Bangalore,DOMESTIC VIOLENCE,F,Firearm,12.9791,77.5913,2020
Ghaziabad,VEHICLE - STOLEN,M,Blunt Object,28.6667,77.4167,2020
Visakhapatnam,DRUG OFFENSE,F,Explosives,17.6939,83.2922,2020
Hyderabad,VEHICLE - STOLEN,M,Poison,17.3617,78.4747,2020
Agra,TRAFFIC VIOLATION,F,Poison,27.1767,78.0081,2020
Hyderabad,FIREARM OFFENSE,F,Poison,17.3617,78.4747,2020
Lucknow,IDENTITY THEFT,M,Explosives,26.847,80.947,2020
Delhi,DRUG OFFENSE,F,Firearm,28.66,77.23,2020
Bangalore,ARSON,F,Explosives,12.9791,77.5913,2020
Delhi,ROBBERY,F,Unknown,28.66,77.23,2020
Hyderabad,DRUG OFFENSE,M,Knife,17.3617,78.4747,2020
Bangalore,ASSAULT,M,Explosives,12.9791,77.5913,2020
Delhi,ASSAULT,M,Knife,28.66,77.23,2020
Nagpur,ARSON,F,Knife,21.1497,79.0806,2020
Chennai,COUNTERFEITING,F,Knife,13.0825,80.275,2020
Chennai,DRUG OFFENSE,F,Poison,13.0825,80.275,2020
Srinagar,TRAFFIC VIOLATION,F,Blunt Object,34.0837,74.7974,2020
Bhopal,KIDNAPPING,F,Firearm,23.2547,77.4029,2020
Delhi,IDENTITY THEFT,M,Other,28.66,77.23,2020
Ahmedabad,SEXUAL ASSAULT,F,Blunt Object,23.0219,72.5797,2020
Ahmedabad,HOMICIDE,M,Firearm,23.0219,72.5797,2020
Surat,BURGLARY,F,Other,21.205,72.84,2020
Kolkata,ARSON,F,Firearm,22.5675,88.37,2020
Bangalore,SEXUAL ASSAULT,M,Other,12.9791,77.5913,2020
Visakhapatnam,VANDALISM,F,Blunt Object,17.6939,83.2922,2020
Surat,KIDNAPPING,M,Firearm,21.205,72.84,2020
Chennai,VEHICLE - STOLEN,F,Explosives,13.0825,80.275,2020
Chennai,COUNTERFEITING,F,Other,13.0825,80.275,2020
Ahmedabad,HOMICIDE,M,Knife,23.0219,72.5797,2020
Hyderabad,HOMICIDE,F,Explosives,17.3617,78.4747,2020
Bangalore,KIDNAPPING,F,Firearm,12.9791,77.5913,2020
Hyderabad,ILLEGAL POSSESSION,F,Knife,17.3617,78.4747,2020
Kalyan,KIDNAPPING,F,Explosives,19.2437,73.1355,2020
Kolkata,TRAFFIC VIOLATION,F,Explosives,22.5675,88.37,2020
Pune,ASSAULT,F,Explosives,18.5211,73.8553,2020
Lucknow,TRAFFIC VIOLATION,F,Poison,26.847,80.947,2020
Hyderabad,FIREARM OFFENSE,M,Unknown,17.3617,78.4747,2020
Bangalore,HOMICIDE,F,Blunt Object,12.9791,77.5913,2020
Jaipur,FRAUD,F,Blunt Object,26.915,75.82,2020
Mumbai,DOMESTIC VIOLENCE,F,Poison,19.0758,72.8775,2020
Delhi,EXTORTION,M,Explosives,28.66,77.23,2020
Visakhapatnam,ILLEGAL POSSESSION,F,Unknown,17.6939,83.2922,2020
Mumbai,VEHICLE - STOLEN,F,Other,19.0758,72.8775,2020
Delhi,CYBERCRIME,F,Other,28.66,77.23,2020
Hyderabad,HOMICIDE,F,Firearm,17.3617,78.4747,2020
Jaipur,HOMICIDE,M,Poison,26.915,75.82,2020
Delhi,PUBLIC INTOXICATION,F,Firearm,28.66,77.23,2020
Bangalore,FRAUD,F,Explosives,12.9791,77.5913,2020
Visakhapatnam,HOMICIDE,F,Blunt Object,17.6939,83.2922,2020
Bangalore,PUBLIC INTOXICATION,M,Explosives,12.9791,77.5913,2020
Chennai,VEHICLE - STOLEN,F,Knife,13.0825,80.275,2020
Mumbai,BURGLARY,M,Blunt Object,19.0758,72.8775,2020
Hyderabad,ROBBERY,F,Unknown,17.3617,78.4747,2020
Surat,ROBBERY,F,Unknown,21.205,72.84,2020
Delhi,SHOPLIFTING,M,Firearm,28.66,77.23,2020
Lucknow,TRAFFIC VIOLATION,F,Other,26.847,80.947,2020
Kolkata,ARSON,F,Explosives,22.5675,88.37,2020
Delhi,PUBLIC INTOXICATION,M,Blunt Object,28.66,77.23,2020
Mumbai,IDENTITY THEFT,F,Firearm,19.0758,72.8775,2020
Delhi,BURGLARY,F,Unknown,28.66,77.23,2020
Bangalore,TRAFFIC VIOLATION,F,Explosives,12.9791,77.5913,2020
Visakhapatnam,KIDNAPPING,M,Knife,17.6939,83.2922,2020
Mumbai,PUBLIC INTOXICATION,F,Blunt Object,19.0758,72.8775,2020
Agra,FRAUD,M,Unknown,27.1767,78.0081,2020
Kolkata,ARSON,M,Blunt Object,22.5675,88.37,2020
Bangalore,HOMICIDE,F,Other,12.9791,77.5913,2020
Delhi,FRAUD,F,Unknown,28.66,77.23,2020
Delhi,HOMICIDE,F,Blunt Object,28.66,77.23,2020
Bangalore,VEHICLE - STOLEN,F,Unknown,12.9791,77.5913,2020
Varanasi,COUNTERFEITING,F,Firearm,25.3176,82.9739,2020
Chennai,FRAUD,M,Other,13.0825,80.275,2020
Visakhapatnam,EXTORTION,F,Explosives,17.6939,83.2922,2020
Visakhapatnam,DRUG OFFENSE,F,Poison,17.6939,83.2922,2020
Delhi,ASSAULT,F,Other,28.66,77.23,2020
Chennai,DOMESTIC VIOLENCE,M,Explosives,13.0825,80.275,2020
Chennai,DOMESTIC VIOLENCE,F,Other,13.0825,80.275,2020
Varanasi,FIREARM OFFENSE,F,Knife,25.3176,82.9739,2020
Jaipur,PUBLIC INTOXICATION,F,Poison,26.915,75.82,2020
Nashik,IDENTITY THEFT,F,Other,19.9975,73.7898,2020
Jaipur,VANDALISM,M,Poison,26.915,75.82,2020
Mumbai,TRAFFIC VIOLATION,M,Knife,19.0758,72.8775,2020
Hyderabad,ILLEGAL POSSESSION,M,Poison,17.3617,78.4747,2020
Hyderabad,DOMESTIC VIOLENCE,F,Explosives,17.3617,78.4747,2020
Mumbai,ILLEGAL POSSESSION,M,Knife,19.0758,72.8775,2020
Bangalore,KIDNAPPING,M,Blunt Object,12.9791,77.5913,2020
Hyderabad,ILLEGAL POSSESSION,M,Unknown,17.3617,78.4747,2020
Meerut,ARSON,M,Explosives,28.9845,77.7064,2020
Hyderabad,VEHICLE - STOLEN,F,Unknown,17.3617,78.4747,2020
Agra,DOMESTIC VIOLENCE,F,Firearm,27.1767,78.0081,2020
Mumbai,ARSON,M,Poison,19.0758,72.8775,2020
Hyderabad,ILLEGAL POSSESSION,M,Unknown,17.3617,78.4747,2020
Nagpur,HOMICIDE,F,Knife,21.1497,79.0806,2020
Kolkata,SHOPLIFTING,F,Firearm,22.5675,88.37,2020
Delhi,IDENTITY THEFT,F,Knife,28.66,77.23,2020
Faridabad,VEHICLE - STOLEN,M,Blunt Object,28.4089,77.3178,2020
Ahmedabad,ASSAULT,F,Poison,23.0219,72.5797,2020
Patna,CYBERCRIME,M,Firearm,25.61,85.1414,2020
Indore,DRUG OFFENSE,F,Knife,22.7196,75.8577,2020
Pune,BURGLARY,F,Explosives,18.5211,73.8553,2020
Bangalore,KIDNAPPING,F,Knife,12.9791,77.5913,2020
Chennai,VANDALISM,F,Explosives,13.0825,80.275,2020
Bangalore,BURGLARY,F,Poison,12.9791,77.5913,2020
Bangalore,BURGLARY,F,Blunt Object,12.9791,77.5913,2020
Mumbai,IDENTITY THEFT,M,Unknown,19.0758,72.8775,2020
Mumbai,PUBLIC INTOXICATION,M,Firearm,19.0758,72.8775,2020
Bangalore,DOMESTIC VIOLENCE,F,Poison,12.9791,77.5913,2020
Kolkata,FRAUD,M,Blunt Object,22.5675,88.37,2020
Jaipur,ILLEGAL POSSESSION,F,Other,26.915,75.82,2020
Delhi,DOMESTIC VIOLENCE,M,Unknown,28.66,77.23,2020
Hyderabad,CYBERCRIME,F,Firearm,17.3617,78.4747,2020
Chennai,ASSAULT,F,Other,13.0825,80.275,2020
Hyderabad,ARSON,M,Blunt Object,17.3617,78.4747,2020
Faridabad,DRUG OFFENSE,F,Unknown,28.4089,77.3178,2020
Mumbai,FIREARM OFFENSE,F,Unknown,19.0758,72.8775,2020
Surat,VANDALISM,F,Knife,21.205,72.84,2020
Mumbai,TRAFFIC VIOLATION,F,Knife,19.0758,72.8775,2020
Bangalore,IDENTITY THEFT,F,Other,12.9791,77.5913,2020
Delhi,SHOPLIFTING,M,Knife,28.66,77.23,2020
Agra,KIDNAPPING,F,Firearm,27.1767,78.0081,2020
Mumbai,KIDNAPPING,F,Knife,19.0758,72.8775,2020
Delhi,FRAUD,F,Blunt Object,28.66,77.23,2020
Nagpur,FIREARM OFFENSE,F,Poison,21.1497,79.0806,2020
Bangalore,BURGLARY,F,Blunt Object,12.9791,77.5913,2020
Delhi,ARSON,F,Poison,28.66,77.23,2020
Nagpur,CYBERCRIME,F,Unknown,21.1497,79.0806,2020
Kanpur,ROBBERY,M,Unknown,26.4725,80.3311,2020
Mumbai,ARSON,F,Poison,19.0758,72.8775,2020
Chennai,BURGLARY,F,Firearm,13.0825,80.275,2020
Pune,VANDALISM,F,Firearm,18.5211,73.8553,2020
Kanpur,ROBBERY,F,Unknown,26.4725,80.3311,2020
Meerut,ROBBERY,F,Other,28.9845,77.7064,2020
Kolkata,FRAUD,M,Unknown,22.5675,88.37,2020
Delhi,CYBERCRIME,F,Firearm,28.66,77.23,2020
Thane,COUNTERFEITING,F,Poison,19.2183,72.9781,2020
Bangalore,FIREARM OFFENSE,M,Explosives,12.9791,77.5913,2020
Nashik,ASSAULT,F,Explosives,19.9975,73.7898,2020
Jaipur,ARSON,F,Knife,26.915,75.82,2020
Nashik,SHOPLIFTING,F,Blunt Object,19.9975,73.7898,2020
Delhi,ARSON,M,Unknown,28.66,77.23,2020
Ahmedabad,DRUG OFFENSE,F,Explosives,23.0219,72.5797,2020
Agra,FIREARM OFFENSE,M,Unknown,27.1767,78.0081,2020
Delhi,COUNTERFEITING,M,Poison,28.66,77.23,2020
Delhi,SHOPLIFTING,M,Blunt Object,28.66,77.23,2020
Nashik,VANDALISM,F,Poison,19.9975,73.7898,2020
Vasai,VANDALISM,F,Knife,19.3931,72.8617,2020
Kolkata,VEHICLE - STOLEN,F,Unknown,22.5675,88.37,2020
Delhi,VANDALISM,F,Knife,28.66,77.23,2020
Pune,BURGLARY,F,Knife,18.5211,73.8553,2020
Delhi,IDENTITY THEFT,M,Firearm,28.66,77.23,2020
Nashik,ROBBERY,M,Explosives,19.9975,73.7898,2020
Kolkata,VANDALISM,M,Knife,22.5675,88.37,2020
Pune,BURGLARY,M,Knife,18.5211,73.8553,2020
Meerut,HOMICIDE,F,Firearm,28.9845,77.7064,2020
Jaipur,SEXUAL ASSAULT,F,Firearm,26.915,75.82,2020
Bangalore,ASSAULT,M,Firearm,12.9791,77.5913,2020
Lucknow,IDENTITY THEFT,M,Knife,26.847,80.947,2020
Kanpur,CYBERCRIME,M,Unknown,26.4725,80.3311,2020
Hyderabad,BURGLARY,F,Knife,17.3617,78.4747,2020
Bangalore,FRAUD,M,Blunt Object,12.9791,77.5913,2020
Surat,COUNTERFEITING,M,Blunt Object,21.205,72.84,2020
Bangalore,PUBLIC INTOXICATION,F,Other,12.9791,77.5913,2020
Visakhapatnam,ILLEGAL POSSESSION,F,Explosives,17.6939,83.2922,2020
Varanasi,ILLEGAL POSSESSION,F,Explosives,25.3176,82.9739,2020
Pune,HOMICIDE,M,Blunt Object,18.5211,73.8553,2020
Bangalore,HOMICIDE,F,Firearm,12.9791,77.5913,2020
Jaipur,PUBLIC INTOXICATION,M,Knife,26.915,75.82,2020
Kolkata,EXTORTION,F,Poison,22.5675,88.37,2020
Delhi,HOMICIDE,M,Firearm,28.66,77.23,2020
Jaipur,ILLEGAL POSSESSION,M,Blunt Object,26.915,75.82,2020
Lucknow,CYBERCRIME,F,Unknown,26.847,80.947,2020
Delhi,ASSAULT,F,Knife,28.66,77.23,2020
Ahmedabad,EXTORTION,M,Poison,23.0219,72.5797,2020
Mumbai,DOMESTIC VIOLENCE,F,Other,19.0758,72.8775,2020
Bangalore,IDENTITY THEFT,F,Unknown,12.9791,77.5913,2020
Bangalore,HOMICIDE,M,Firearm,12.9791,77.5913,2020
Delhi,VANDALISM,F,Unknown,28.66,77.23,2020
Lucknow,FIREARM OFFENSE,F,Poison,26.847,80.947,2020
Mumbai,TRAFFIC VIOLATION,M,Blunt Object,19.0758,72.8775,2020
Lucknow,VANDALISM,M,Knife,26.847,80.947,2020
Chennai,SEXUAL ASSAULT,M,Poison,13.0825,80.275,2020
Hyderabad,FRAUD,M,Firearm,17.3617,78.4747,2020
Hyderabad,DRUG OFFENSE,M,Other,17.3617,78.4747,2020
Mumbai,DOMESTIC VIOLENCE,F,Blunt Object,19.0758,72.8775,2020
Bangalore,SHOPLIFTING,F,Firearm,12.9791,77.5913,2020
Hyderabad,SHOPLIFTING,F,Other,17.3617,78.4747,2020
Ahmedabad,FRAUD,M,Knife,23.0219,72.5797,2020
Hyderabad,DRUG OFFENSE,F,Blunt Object,17.3617,78.4747,2020
Delhi,EXTORTION,F,Firearm,28.66,77.23,2020
Nagpur,HOMICIDE,M,Firearm,21.1497,79.0806,2020
Mumbai,TRAFFIC VIOLATION,F,Knife,19.0758,72.8775,2020
Kolkata,ILLEGAL POSSESSION,M,Blunt Object,22.5675,88.37,2020
Delhi,ILLEGAL POSSESSION,F,Blunt Object,28.66,77.23,2020
Surat,FIREARM OFFENSE,F,Other,21.205,72.84,2020
Bangalore,DRUG OFFENSE,F,Firearm,12.9791,77.5913,2020
Mumbai,DOMESTIC VIOLENCE,F,Other,19.0758,72.8775,2020
Srinagar,KIDNAPPING,M,Explosives,34.0837,74.7974,2020
Mumbai,PUBLIC INTOXICATION,F,Poison,19.0758,72.8775,2020
Bangalore,BURGLARY,F,Unknown,12.9791,77.5913,2020
Hyderabad,BURGLARY,F,Poison,17.3617,78.4747,2020
Mumbai,ARSON,M,Blunt Object,19.0758,72.8775,2020
Mumbai,VEHICLE - STOLEN,M,Blunt Object,19.0758,72.8775,2020
Mumbai,BURGLARY,M,Explosives,19.0758,72.8775,2020
Delhi,ROBBERY,F,Knife,28.66,77.23,2020
Bhopal,COUNTERFEITING,M,Explosives,23.2547,77.4029,2020
Indore,DOMESTIC VIOLENCE,F,Poison,22.7196,75.8577,2020
Vasai,KIDNAPPING,M,Other,19.3931,72.8617,2020
Agra,SEXUAL ASSAULT,F,Unknown,27.1767,78.0081,2020
Mumbai,DRUG OFFENSE,M,Poison,19.0758,72.8775,2020
Pune,FIREARM OFFENSE,F,Explosives,18.5211,73.8553,2020
Delhi,ILLEGAL POSSESSION,F,Knife,28.66,77.23,2020
Delhi,DOMESTIC VIOLENCE,F,Other,28.66,77.23,2020
Delhi,IDENTITY THEFT,F,Blunt Object,28.66,77.23,2020
Bangalore,HOMICIDE,M,Knife,12.9791,77.5913,2020
Mumbai,SEXUAL ASSAULT,F,Blunt Object,19.0758,72.8775,2020
Delhi,HOMICIDE,F,Blunt Object,28.66,77.23,2020
Pune,COUNTERFEITING,F,Knife,18.5211,73.8553,2020
Chennai,PUBLIC INTOXICATION,F,Poison,13.0825,80.275,2020
Ahmedabad,BURGLARY,M,Other,23.0219,72.5797,2020
Hyderabad,CYBERCRIME,F,Unknown,17.3617,78.4747,2020
Mumbai,HOMICIDE,M,Knife,19.0758,72.8775,2020
Varanasi,SEXUAL ASSAULT,F,Unknown,25.3176,82.9739,2020
Delhi,CYBERCRIME,M,Explosives,28.66,77.23,2020
Mumbai,FIREARM OFFENSE,M,Blunt Object,19.0758,72.8775,2020
Pune,PUBLIC INTOXICATION,F,Unknown,18.5211,73.8553,2020
Pune,ASSAULT,F,Knife,18.5211,73.8553,2020
Thane,PUBLIC INTOXICATION,M,Poison,19.2183,72.9781,2020
Mumbai,TRAFFIC VIOLATION,M,Poison,19.0758,72.8775,2020
Lucknow,PUBLIC INTOXICATION,F,Blunt Object,26.847,80.947,2020
Ludhiana,ASSAULT,F,Firearm,30.912,75.8538,2020
Mumbai,DRUG OFFENSE,M,Knife,19.0758,72.8775,2020
Hyderabad,DOMESTIC VIOLENCE,M,Poison,17.3617,78.4747,2020
Bhopal,DOMESTIC VIOLENCE,F,Other,23.2547,77.4029,2020
Pune,VANDALISM,F,Other,18.5211,73.8553,2020
Kolkata,ARSON,F,Explosives,22.5675,88.37,2020
Pune,ILLEGAL POSSESSION,F,Knife,18.5211,73.8553,2020
Delhi,ASSAULT,F,Poison,28.66,77.23,2020
Bangalore,KIDNAPPING,F,Blunt Object,12.9791,77.5913,2020
Bangalore,SEXUAL ASSAULT,F,Poison,12.9791,77.5913,2020
Ahmedabad,FIREARM OFFENSE,M,Unknown,23.0219,72.5797,2020
Chennai,ARSON,F,Unknown,13.0825,80.275,2020
Delhi,CYBERCRIME,F,Firearm,28.66,77.23,2020
Chennai,FRAUD,F,Knife,13.0825,80.275,2020
Hyderabad,DOMESTIC VIOLENCE,M,Explosives,17.3617,78.4747,2020
Mumbai,ASSAULT,F,Blunt Object,19.0758,72.8775,2020
Visakhapatnam,ARSON,F,Explosives,17.6939,83.2922,2020
Bangalore,ARSON,F,Knife,12.9791,77.5913,2020
Delhi,KIDNAPPING,F,Other,28.66,77.23,2020
Pune,SEXUAL ASSAULT,M,Explosives,18.5211,73.8553,2020
Ghaziabad,PUBLIC INTOXICATION,F,Poison,28.6667,77.4167,2020
Kolkata,DRUG OFFENSE,F,Explosives,22.5675,88.37,2020
Chennai,TRAFFIC VIOLATION,F,Blunt Object,13.0825,80.275,2020
Mumbai,SEXUAL ASSAULT,F,Poison,19.0758,72.8775,2020
Hyderabad,DOMESTIC VIOLENCE,M,Explosives,17.3617,78.4747,2020
Agra,TRAFFIC VIOLATION,F,Knife,27.1767,78.0081,2020
Delhi,FRAUD,F,Blunt Object,28.66,77.23,2020
Delhi,CYBERCRIME,M,Unknown,28.66,77.23,2020
Bangalore,SHOPLIFTING,M,Other,12.9791,77.5913,2020
Delhi,FRAUD,F,Firearm,28.66,77.23,2020
Bhopal,KIDNAPPING,F,Firearm,23.2547,77.4029,2020
Bangalore,EXTORTION,F,Explosives,12.9791,77.5913,2020
Delhi,FRAUD,M,Knife,28.66,77.23,2020
Kolkata,CYBERCRIME,F,Blunt Object,22.5675,88.37,2020
Mumbai,ROBBERY,F,Knife,19.0758,72.8775,2020
Kanpur,SHOPLIFTING,F,Blunt Object,26.4725,80.3311,2020
Mumbai,PUBLIC INTOXICATION,F,Knife,19.0758,72.8775,2020
Mumbai,ROBBERY,F,Explosives,19.0758,72.8775,2020
Bangalore,COUNTERFEITING,F,Other,12.9791,77.5913,2020
Ahmedabad,BURGLARY,F,Knife,23.0219,72.5797,2020
Srinagar,FRAUD,F,Firearm,34.0837,74.7974,2020
Ahmedabad,DRUG OFFENSE,F,Unknown,23.0219,72.5797,2020
Hyderabad,ILLEGAL POSSESSION,M,Other,17.3617,78.4747,2020
Delhi,ILLEGAL POSSESSION,F,Firearm,28.66,77.23,2020
Mumbai,FRAUD,F,Blunt Object,19.0758,72.8775,2020
Chennai,CYBERCRIME,F,Unknown,13.0825,80.275,2020
Kolkata,ASSAULT,F,Unknown,22.5675,88.37,2020
Ahmedabad,DOMESTIC VIOLENCE,F,Knife,23.0219,72.5797,2020
Surat,EXTORTION,M,Knife,21.205,72.84,2020
Kolkata,COUNTERFEITING,M,Blunt Object,22.5675,88.37,2020
Delhi,IDENTITY THEFT,F,Firearm,28.66,77.23,2020
Delhi,CYBERCRIME,F,Blunt Object,28.66,77.23,2020
Kolkata,PUBLIC INTOXICATION,F,Unknown,22.5675,88.37,2020
Ahmedabad,FRAUD,M,Other,23.0219,72.5797,2020
Hyderabad,CYBERCRIME,M,Unknown,17.3617,78.4747,2020
Surat,FIREARM OFFENSE,F,Blunt Object,21.205,72.84,2020
Visakhapatnam,VANDALISM,F,Firearm,17.6939,83.2922,2020
Delhi,ARSON,M,Unknown,28.66,77.23,2020
Visakhapatnam,DRUG OFFENSE,M,Explosives,17.6939,83.2922,2020
Bangalore,VEHICLE - STOLEN,F,Firearm,12.9791,77.5913,2020
Jaipur,DOMESTIC VIOLENCE,F,Explosives,26.915,75.82,2020
Lucknow,KIDNAPPING,F,Other,26.847,80.947,2020
Kolkata,VEHICLE - STOLEN,M,Other,22.5675,88.37,2020
Agra,FIREARM OFFENSE,F,Knife,27.1767,78.0081,2020
Delhi,CYBERCRIME,M,Other,28.66,77.23,2020
Hyderabad,COUNTERFEITING,F,Blunt Object,17.3617,78.4747,2020
Mumbai,CYBERCRIME,M,Unknown,19.0758,72.8775,2020
Ahmedabad,VANDALISM,M,Explosives,23.0219,72.5797,2020
Bangalore,FIREARM OFFENSE,F,Poison,12.9791,77.5913,2020
Patna,BURGLARY,M,Explosives,25.61,85.1414,2020
Pune,PUBLIC INTOXICATION,F,Poison,18.5211,73.8553,2020
Ghaziabad,TRAFFIC VIOLATION,F,Explosives,28.6667,77.4167,2020
Ahmedabad,FIREARM OFFENSE,M,Firearm,23.0219,72.5797,2020
Delhi,ARSON,F,Unknown,28.66,77.23,2020
Bangalore,EXTORTION,F,Knife,12.9791,77.5913,2020
Delhi,FIREARM OFFENSE,M,Firearm,28.66,77.23,2020
Agra,BURGLARY,M,Other,27.1767,78.0081,2020
Bangalore,ILLEGAL POSSESSION,F,Explosives,12.9791,77.5913,2020
Delhi,ROBBERY,F,Explosives,28.66,77.23,2020
Delhi,BURGLARY,F,Other,28.66,77.23,2020
Delhi,ARSON,F,Explosives,28.66,77.23,2020
Ahmedabad,ROBBERY,F,Other,23.0219,72.5797,2020
Mumbai,CYBERCRIME,F,Other,19.0758,72.8775,2020
Thane,ROBBERY,F,Blunt Object,19.2183,72.9781,2020
Lucknow,KIDNAPPING,M,Explosives,26.847,80.947,2020
Ludhiana,FRAUD,F,Other,30.912,75.8538,2020
Mumbai,FIREARM OFFENSE,F,Explosives,19.0758,72.8775,2020
Hyderabad,FRAUD,F,Blunt Object,17.3617,78.4747,2020
Lucknow,COUNTERFEITING,F,Firearm,26.847,80.947,2020
Delhi,IDENTITY THEFT,F,Knife,28.66,77.23,2020
Kanpur,FRAUD,F,Explosives,26.4725,80.3311,2020
Agra,DOMESTIC VIOLENCE,M,Explosives,27.1767,78.0081,2020
Mumbai,DOMESTIC VIOLENCE,F,Other,19.0758,72.8775,2020
Pune,SHOPLIFTING,F,Firearm,18.5211,73.8553,2020
Pune,ROBBERY,F,Knife,18.5211,73.8553,2020
Kalyan,SEXUAL ASSAULT,M,Firearm,19.2437,73.1355,2020
Hyderabad,FIREARM OFFENSE,M,Other,17.3617,78.4747,2020
Pune,VANDALISM,M,Blunt Object,18.5211,73.8553,2020
Kolkata,PUBLIC INTOXICATION,M,Other,22.5675,88.37,2020
Jaipur,ARSON,M,Firearm,26.915,75.82,2020
Ludhiana,FIREARM OFFENSE,F,Explosives,30.912,75.8538,2020
Pune,PUBLIC INTOXICATION,F,Knife,18.5211,73.8553,2020
Kolkata,VANDALISM,F,Knife,22.5675,88.37,2020
Pune,CYBERCRIME,M,Unknown,18.5211,73.8553,2020
Bangalore,HOMICIDE,F,Poison,12.9791,77.5913,2020
Thane,ROBBERY,F,Knife,19.2183,72.9781,2020
Bhopal,BURGLARY,F,Blunt Object,23.2547,77.4029,2020
Chennai,SEXUAL ASSAULT,F,Firearm,13.0825,80.275,2020
Delhi,DRUG OFFENSE,F,Knife,28.66,77.23,2020
Mumbai,COUNTERFEITING,F,Other,19.0758,72.8775,2020
Agra,KIDNAPPING,F,Knife,27.1767,78.0081,2020
Ahmedabad,SEXUAL ASSAULT,M,Explosives,23.0219,72.5797,2020
Meerut,DOMESTIC VIOLENCE,M,Knife,28.9845,77.7064,2020
Bhopal,BURGLARY,F,Poison,23.2547,77.4029,2020
Chennai,ROBBERY,M,Blunt Object,13.0825,80.275,2020
Nashik,ASSAULT,F,Knife,19.9975,73.7898,2020
Pune,ROBBERY,F,Knife,18.5211,73.8553,2020
Delhi,CYBERCRIME,F,Unknown,28.66,77.23,2020
Surat,EXTORTION,F,Blunt Object,21.205,72.84,2020
Mumbai,FIREARM OFFENSE,F,Firearm,19.0758,72.8775,2020
Chennai,EXTORTION,F,Explosives,13.0825,80.275,2020
Lucknow,VANDALISM,F,Poison,26.847,80.947,2020
Pune,BURGLARY,F,Blunt Object,18.5211,73.8553,2020
Mumbai,ASSAULT,M,Blunt Object,19.0758,72.8775,2020
Rajkot,EXTORTION,F,Firearm,22.2969,70.7984,2020
Nagpur,HOMICIDE,M,Unknown,21.1497,79.0806,2020
Chennai,IDENTITY THEFT,M,Firearm,13.0825,80.275,2020
Agra,ARSON,F,Unknown,27.1767,78.0081,2020
Kolkata,FRAUD,F,Firearm,22.5675,88.37,2020
Delhi,PUBLIC INTOXICATION,M,Explosives,28.66,77.23,2020
Ahmedabad,KIDNAPPING,F,Knife,23.0219,72.5797,2020
Pune,FIREARM OFFENSE,M,Other,18.5211,73.8553,2020
Kolkata,COUNTERFEITING,M,Other,22.5675,88.37,2020
Pune,ILLEGAL POSSESSION,M,Other,18.5211,73.8553,2020
Kanpur,EXTORTION,F,Unknown,26.4725,80.3311,2020
Lucknow,ILLEGAL POSSESSION,F,Explosives,26.847,80.947,2020
Delhi,COUNTERFEITING,M,Poison,28.66,77.23,2020
Mumbai,ARSON,F,Firearm,19.0758,72.8775,2020
Mumbai,CYBERCRIME,F,Unknown,19.0758,72.8775,2020
Agra,EXTORTION,F,Knife,27.1767,78.0081,2020
Kolkata,DOMESTIC VIOLENCE,F,Explosives,22.5675,88.37,2020
Pune,IDENTITY THEFT,F,Poison,18.5211,73.8553,2020
Thane,FRAUD,F,Blunt Object,19.2183,72.9781,2020
Hyderabad,KIDNAPPING,F,Firearm,17.3617,78.4747,2020
